	CustomerID	Calendarday	month	PerformanceEvaluationPlanned	PerformanceEvaluationExecuted	PerformanceEvaluationAdHoc	TERRID	SAPECCSalesGroup	SAPECoeficient	APECoeficient	FPECoeficient	SAMEDAYVISIT	OVERDUE	UNDERDUE	OK	NOTOK	STATUS	V22	OVERDUEDAYS	TRESHOLD
10093	100000892	10/19/2017	10	1	1	 	Employee 28	Team 5	76,3563070175439	 	65,4482631578947	 	overdue	 	 	 	overdue	not ok	6	,15
10132	100000894	10/16/2017	10	1	1	 	Employee 28	Team 5	58,8075	 	58,8075	 	overdue	 	 	 	overdue	ok	9	,15
10153	100000895	6/12/2017	6	1	1	 	Employee 28	Team 5	54,925	 	54,925	 	overdue	 	 	 	overdue	ok	8	,15
10175	100000895	10/16/2017	10	1	1	 	Employee 28	Team 5	64,4558333333333	 	64,4558333333333	 	overdue	 	 	 	overdue	ok	9	,15
10293	100000901	10/31/2017	11	1	1	 	Employee 43	Team 1	94,68	 	74,2749025974026	 	overdue	 	 	 	overdue	not ok	3	,15
10706	100000923	10/9/2017	10	1	1	 	Employee 45	Team 4	80,85	 	80,85	 	overdue	 	 	 	overdue	ok	8	,15
10842	100000936	5/15/2017	5	1	1	 	Employee 49	Team 4	31,1567307692308	 	31,1567307692308	 	overdue	 	 	 	overdue	ok	8	,15
11112	100000945	5/15/2017	5	1	1	 	Employee 49	Team 4	31,5011538461539	 	30,8857692307692	 	overdue	 	 	 	overdue	ok	8	,15
11343	100000956	5/15/2017	5	1	1	 	Employee 49	Team 4	35,9703846153846	 	35,9703846153846	 	overdue	 	 	 	overdue	ok	8	,15
11354	100000958	5/15/2017	5	1	1	 	Employee 49	Team 4	85,7311538461538	 	85,7311538461538	 	overdue	 	 	 	overdue	ok	8	,15
11464	100000962	7/13/2017	7	1	1	 	Employee 46	Team 4	37,5815873015873	 	35,3870105820106	 	overdue	 	 	 	overdue	ok	9	,15
11588	100000968	10/3/2017	10	1	1	 	Employee 46	Team 4	63,6776507936508	 	63,6776507936508	 	overdue	 	 	 	overdue	ok	8	,15
11676	100000976	6/12/2017	6	1	1	 	Employee 48	Team 4	37,1357142857143	 	37,1357142857143	 	overdue	 	 	 	overdue	ok	8	,15
11837	100000988	10/2/2017	10	1	1	 	Employee 44	Team 1	70,0373090909091	 	35,0186545454546	 	overdue	 	 	 	overdue	not ok	8	,15
12118	100000995	9/15/2017	9	1	1	 	Employee 44	Team 1	97,1645454545454	 	85,0189772727273	 	overdue	 	 	 	overdue	not ok	6	,15
12360	100001019	8/4/2017	8	1	1	 	Employee 39	Team 6	61,8333333333333	 	61,8333333333334	 	overdue	 	 	 	overdue	ok	15	,15
13089	100001109	8/30/2017	9	1	1	 	Employee 34	Team 6	86,5406666666667	 	86,5406666666667	 	overdue	 	 	 	overdue	ok	16	,15
13191	100001114	8/3/2017	8	1	1	 	Employee 39	Team 6	68,609	 	68,609	 	overdue	 	 	 	overdue	ok	16	,15
13545	100001152	6/12/2017	6	1	1	 	Employee 34	Team 6	84,368	 	42,184	 	overdue	 	 	 	overdue	not ok	8	,15
13553	100001152	7/31/2017	8	1	1	 	Employee 34	Team 6	45,1839428571429	 	45,1839428571429	 	overdue	 	 	 	overdue	ok	9	,15
13580	100001154	8/30/2017	9	1	1	 	Employee 34	Team 6	74,3256666666667	 	74,3256666666666	 	overdue	 	 	 	overdue	ok	16	,15
13908	100001194	10/5/2017	10	1	1	 	Employee 6	Team 8	90	 	90	 	overdue	 	 	 	overdue	ok	8	,15
14288	100001215	8/31/2017	9	1	1	 	Employee 7	Team 8	39,3583333333333	 	26,2388888888889	 	overdue	 	 	 	overdue	not ok	15	,15
16030	100001385	11/1/2017	11	1	1	 	Employee 1	Team 10	23,9961538461538	 	23,9961538461538	 	overdue	 	 	 	overdue	ok	16	,15
16493	100001423	9/6/2017	9	1	1	 	Employee 14	Team 8	97,4065	 	97,4065	 	overdue	 	 	 	overdue	ok	8	,15
16545	100001425	9/6/2017	9	1	1	 	Employee 14	Team 8	70,975	 	70,975	 	overdue	 	 	 	overdue	ok	8	,15
16799	100001436	9/6/2017	9	1	1	 	Employee 12	Team 9	68,1125	 	-1E-014	 	overdue	 	 	 	overdue	not ok	9	,15
17275	100001503	8/31/2017	9	1	1	 	Employee 19	Team 13	90,0666666666667	 	90,1666666666667	 	overdue	 	 	 	overdue	ok	9	,15
17354	100001506	8/31/2017	9	1	1	 	Employee 19	Team 13	48,1935714285714	 	48,4748214285714	 	overdue	 	 	 	overdue	ok	9	,15
17796	100001588	8/3/2017	8	1	1	 	Employee 18	Team 13	58,03	 	59,4119444444444	 	overdue	 	 	 	overdue	ok	9	,15
17895	100001592	7/5/2017	7	1	1	 	Employee 22	Team 13	88,4857142857143	 	83,0865873015873	 	overdue	 	 	 	overdue	ok	8	,15
17961	100001596	12/6/2017	12	1	1	 	Employee 25	Team 11	59,8041666666667	 	59,8041666666667	 	overdue	 	 	 	overdue	ok	8	,15
18002	100001600	12/7/2017	12	1	1	 	Employee 25	Team 11	59,5423076923077	 	59,5423076923077	 	overdue	 	 	 	overdue	ok	4	,15
18289	100001661	9/13/2017	9	1	1	 	Employee 24	Team 11	85,1625	 	63,871875	 	overdue	 	 	 	overdue	not ok	8	,15
18681	100001704	5/16/2017	5	1	1	 	Employee 55	Team 11	47,7778846153846	 	49,1432692307692	 	overdue	 	 	 	overdue	ok	3	,15
18721	100001705	6/9/2017	6	1	1	 	Employee 55	Team 11	83,1894230769231	 	86,4496794871795	 	overdue	 	 	 	overdue	ok	8	,15
19097	100001754	12/4/2017	12	1	1	 	Employee 60	Team 7	24,2541666666667	 	43,4525	 	overdue	 	 	 	overdue	ok	9	,15
19140	100001755	12/4/2017	12	1	1	 	Employee 60	Team 7	78,581	 	81,815375	 	overdue	 	 	 	overdue	ok	9	,15
19314	100001782	5/4/2017	5	1	1	 	Employee 60	Team 7	59,8796190476191	 	39,2082976190476	 	overdue	 	 	 	overdue	not ok	6	,15
19426	100001790	11/27/2017	12	1	1	 	Employee 60	Team 7	48,8651333333333	 	51,3016333333333	 	overdue	 	 	 	overdue	ok	16	,15
19965	100001815	9/5/2017	9	1	1	 	Employee 61	Team 7	81,375	 	40,6875	 	overdue	 	 	 	overdue	not ok	16	,15
20443	100001862	11/30/2017	12	1	1	 	Employee 32	Team 10	86,35	 	69,08	 	overdue	 	 	 	overdue	not ok	3	,15
21029	100001905	10/30/2017	11	1	1	 	Employee 43	Team 1	99,234	 	96,6289675324675	 	overdue	 	 	 	overdue	ok	4	,15
21377	100001938	6/12/2017	6	1	1	 	Employee 28	Team 5	58,4714285714286	 	58,4714285714286	 	overdue	 	 	 	overdue	ok	8	,15
21418	100001939	6/12/2017	6	1	1	 	Employee 28	Team 5	52,0571428571429	 	35,9047619047619	 	overdue	 	 	 	overdue	not ok	8	,15
21429	100001939	8/7/2017	8	1	1	 	Employee 28	Team 5	54,0291666666667	 	55,2291666666667	 	overdue	 	 	 	overdue	ok	9	,15
21552	100001949	11/28/2017	12	1	1	 	Employee 28	Team 5	57,1091666666667	 	41,9297222222222	 	overdue	 	 	 	overdue	not ok	8	,15
22069	100001995	5/11/2017	5	1	1	 	Employee 26	Team 5	92,525	 	92,99375	 	overdue	 	 	 	overdue	ok	8	,15
22135	100001997	5/11/2017	5	1	1	 	Employee 26	Team 5	79,0378571428571	 	80,8378571428571	 	overdue	 	 	 	overdue	ok	8	,15
22449	100002007	5/11/2017	5	1	1	 	Employee 26	Team 5	70,5	 	70,5	 	overdue	 	 	 	overdue	ok	8	,15
22774	100002018	12/4/2017	12	1	1	 	Employee 26	Team 5	63,275	 	67,225	 	overdue	 	 	 	overdue	ok	8	,15
22869	100002022	8/8/2017	8	1	1	 	Employee 26	Team 5	94,05	 	94,05	 	overdue	 	 	 	overdue	ok	9	,15
23043	100002028	11/30/2017	12	1	1	 	Employee 27	Team 5	56,9452380952381	 	57,6138888888889	 	overdue	 	 	 	overdue	ok	6	,15
23476	100002053	8/29/2017	9	1	1	 	Employee 28	Team 5	50,9083333333333	 	25,4541666666667	 	overdue	 	 	 	overdue	not ok	9	,15
23548	100002056	8/29/2017	9	1	1	 	Employee 28	Team 5	62,0383333333333	 	62,0383333333333	 	overdue	 	 	 	overdue	ok	9	,15
23614	100002066	7/7/2017	7	1	1	 	Employee 29	Team 5	56,3007142857143	 	73,3134126984127	 	overdue	 	 	 	overdue	ok	8	,15
24806	100002123	6/15/2017	6	1	1	 	Employee 48	Team 4	91,92	 	91,92	 	overdue	 	 	 	overdue	ok	8	,15
25131	100002145	10/9/2017	10	1	1	 	Employee 45	Team 4	98,3	 	98,3	 	overdue	 	 	 	overdue	ok	8	,15
25147	100002146	10/9/2017	10	1	1	 	Employee 45	Team 4	82,2153846153846	 	82,2153846153846	 	overdue	 	 	 	overdue	ok	8	,15
25548	100002169	5/9/2017	5	1	1	 	Employee 41	Team 1	76,2935	 	78,0547666666667	 	overdue	 	 	 	overdue	ok	4	,15
25612	100002169	12/5/2017	12	1	1	 	Employee 41	Team 1	88,5625	 	76,375	 	overdue	 	 	 	overdue	not ok	8	,15
25651	100002171	7/13/2017	7	1	1	 	Employee 45	Team 4	70,3269841269841	 	77,0746031746032	 	overdue	 	 	 	overdue	ok	9	,15
25655	100002171	8/3/2017	8	1	1	 	Employee 45	Team 4	84,3111111111111	 	79,8111111111111	 	overdue	 	 	 	overdue	ok	15	,15
25690	100002172	7/13/2017	7	1	1	 	Employee 45	Team 4	68,9547619047619	 	72,1698412698413	 	overdue	 	 	 	overdue	ok	9	,15
25694	100002172	8/3/2017	8	1	1	 	Employee 45	Team 4	79,9547619047619	 	75,4547619047619	 	overdue	 	 	 	overdue	ok	15	,15
25874	100002200	6/15/2017	6	1	1	 	Employee 48	Team 4	19,125	 	15,75	 	overdue	 	 	 	overdue	ok	8	,15
25896	100002200	11/2/2017	11	1	1	 	Employee 48	Team 4	14,325	 	16,10625	 	overdue	 	 	 	overdue	ok	15	,15
25908	100002201	6/15/2017	6	1	1	 	Employee 48	Team 4	31,0125	 	30,45	 	overdue	 	 	 	overdue	ok	8	,15
25960	100002203	6/15/2017	6	1	1	 	Employee 48	Team 4	33,1875	 	33,1875	 	overdue	 	 	 	overdue	ok	8	,15
26073	100002209	6/15/2017	6	1	1	 	Employee 48	Team 4	38,3653846153846	 	38,3653846153846	 	overdue	 	 	 	overdue	ok	8	,15
26224	100002244	6/5/2017	6	1	1	 	Employee 35	Team 6	31,6130952380952	 	36,302380952381	 	overdue	 	 	 	overdue	ok	9	,15
26274	100002279	8/4/2017	8	1	1	 	Employee 39	Team 6	68,1276	 	68,1276	 	overdue	 	 	 	overdue	ok	15	,15
26298	100002281	8/4/2017	8	1	1	 	Employee 39	Team 6	43,5537428571429	 	43,5537428571429	 	overdue	 	 	 	overdue	ok	15	,15
26722	100002338	9/4/2017	9	1	1	 	Employee 40	Team 6	62,1	 	62,1	 	overdue	 	 	 	overdue	ok	16	,15
26837	100002362	8/4/2017	8	1	1	 	Employee 39	Team 6	62,723	 	62,723	 	overdue	 	 	 	overdue	ok	15	,15
27134	100002393	8/31/2017	9	1	1	 	Employee 6	Team 8	79,6316666666667	 	79,6316666666667	 	overdue	 	 	 	overdue	ok	9	,15
27368	100002407	8/31/2017	9	1	1	 	Employee 6	Team 8	9,2144	 	9,2144	 	overdue	 	 	 	overdue	ok	9	,15
27618	100002436	8/31/2017	9	1	1	 	Employee 7	Team 8	79,6416666666667	 	79,6416666666667	 	overdue	 	 	 	overdue	ok	15	,15
27663	100002439	8/31/2017	9	1	1	 	Employee 7	Team 8	67,3958333333333	 	71,1430555555555	 	overdue	 	 	 	overdue	ok	15	,15
27701	100002440	8/31/2017	9	1	1	 	Employee 7	Team 8	74,7675428571429	 	52,5620952380953	 	overdue	 	 	 	overdue	not ok	15	,15
28700	100002492	12/18/2017	12	1	1	 	Employee 11	Team 9	100	 	66,6666666666667	 	overdue	 	 	 	overdue	not ok	6	,15
30720	100002655	7/5/2017	7	1	1	 	Employee 1	Team 10	35,1182142857143	 	50,2556892230577	 	overdue	 	 	 	overdue	ok	8	,15
30853	100002659	10/31/2017	11	1	1	 	Employee 1	Team 10	21,655873015873	 	20,2937566137566	 	overdue	 	 	 	overdue	ok	8	,15
30874	100002660	7/5/2017	7	1	1	 	Employee 1	Team 10	25,8071428571429	 	35,1615384615384	 	overdue	 	 	 	overdue	not ok	8	,15
30914	100002661	7/5/2017	7	1	1	 	Employee 1	Team 10	30,035119047619	 	46,860171261487	 	overdue	 	 	 	overdue	ok	8	,15
31165	100002683	10/31/2017	11	1	1	 	Employee 1	Team 10	24,8511111111111	 	23,3061375661376	 	overdue	 	 	 	overdue	ok	8	,15
31205	100002686	10/31/2017	11	1	1	 	Employee 1	Team 10	29,29	 	18,3	 	overdue	 	 	 	overdue	not ok	8	,15
31236	100002687	10/31/2017	11	1	1	 	Employee 1	Team 10	26,3658333333333	 	24,2208333333333	 	overdue	 	 	 	overdue	ok	8	,15
31247	100002688	7/5/2017	7	1	1	 	Employee 1	Team 10	19,4663461538462	 	55,9526709401709	 	overdue	 	 	 	overdue	ok	8	,15
31370	100002692	7/5/2017	7	1	1	 	Employee 1	Team 10	30,9303846153846	 	58,2351282051282	 	overdue	 	 	 	overdue	ok	8	,15
31435	100002697	9/6/2017	9	1	1	 	Employee 14	Team 8	93,5	 	93,5	 	overdue	 	 	 	overdue	ok	8	,15
31756	100002729	8/10/2017	8	1	1	 	Employee 15	Team 8	72,7147727272727	 	71,5483333333333	 	overdue	 	 	 	overdue	ok	6	,15
31782	100002729	10/30/2017	11	1	1	 	Employee 15	Team 8	76,2647727272727	 	76,9602272727273	 	overdue	 	 	 	overdue	ok	9	,15
31968	100002745	10/3/2017	10	1	1	 	Employee 12	Team 9	24,1	 	24,1	 	overdue	 	 	 	overdue	ok	9	,15
32640	100002837	6/7/2017	6	1	1	 	Employee 21	Team 13	32,58	 	24,67	 	overdue	 	 	 	overdue	not ok	9	,15
32878	100002864	7/5/2017	7	1	1	 	Employee 22	Team 13	25,6663461538462	 	17,4102564102564	 	overdue	 	 	 	overdue	ok	8	,15
32928	100002865	9/18/2017	9	1	1	 	Employee 18	Team 13	49,2861842105263	 	51,4039473684211	 	overdue	 	 	 	overdue	ok	3	,15
33036	100002883	7/5/2017	7	1	1	 	Employee 22	Team 13	45,2461538461539	 	35,6476602564103	 	overdue	 	 	 	overdue	ok	8	,15
33086	100002886	8/30/2017	9	1	1	 	Employee 25	Team 11	27,3125	 	27,3125	 	overdue	 	 	 	overdue	ok	15	,15
33103	100002886	12/6/2017	12	1	1	 	Employee 25	Team 11	21,6875	 	18,6875	 	overdue	 	 	 	overdue	ok	8	,15
33143	100002889	12/6/2017	12	1	1	 	Employee 25	Team 11	18,4583333333333	 	18,3263888888889	 	overdue	 	 	 	overdue	ok	8	,15
33181	100002907	12/7/2017	12	1	1	 	Employee 25	Team 11	69,4461538461538	 	69,4461538461538	 	overdue	 	 	 	overdue	ok	4	,15
33297	100002938	11/28/2017	12	1	1	 	Employee 23	Team 11	3,71428571428571	 	3,71428571428571	 	overdue	 	 	 	overdue	ok	15	,15
33360	100002950	9/13/2017	9	1	1	 	Employee 24	Team 11	88,8079365079365	 	89,0207142857143	 	overdue	 	 	 	overdue	ok	8	,15
33822	100003042	10/10/2017	10	1	1	 	Employee 55	Team 11	76,5	 	76,5	 	overdue	 	 	 	overdue	ok	8	,15
33905	100003075	10/10/2017	10	1	1	 	Employee 55	Team 11	27,9326666666667	 	27,9326666666667	 	overdue	 	 	 	overdue	ok	8	,15
33991	100003084	9/13/2017	9	1	1	 	Employee 23	Team 11	71,1464285714286	 	75,6732142857143	 	overdue	 	 	 	overdue	ok	8	,15
34043	100003093	9/13/2017	9	1	1	 	Employee 23	Team 11	46,5	 	23,25	 	overdue	 	 	 	overdue	not ok	8	,15
34191	100003104	6/9/2017	6	1	1	 	Employee 55	Team 11	49,25	 	53	 	overdue	 	 	 	overdue	ok	8	,15
34268	100003109	6/15/2017	6	1	1	 	Employee 56	Team 11	21,3785714285714	 	21,3785714285714	 	overdue	 	 	 	overdue	ok	3	,15
34365	100003126	6/15/2017	6	1	1	 	Employee 56	Team 11	11,4	 	12,3375	 	overdue	 	 	 	overdue	ok	3	,15
34499	100003146	9/18/2017	9	1	1	 	Employee 68	Team 3	52,8	 	56,175	 	overdue	 	 	 	overdue	ok	3	,15
34562	100003147	11/6/2017	11	1	1	 	Employee 69	Team 3	57,515	 	57,515	 	overdue	 	 	 	overdue	ok	8	,15
34592	100003150	9/13/2017	9	1	1	 	Employee 68	Team 3	63,8	 	64,25	 	overdue	 	 	 	overdue	ok	8	,15
34952	100003190	8/30/2017	9	1	1	 	Employee 71	Team 3	59	 	29,5	 	overdue	 	 	 	overdue	not ok	23	,15
35329	100003227	8/30/2017	9	1	1	 	Employee 71	Team 3	52,2	 	52,2	 	overdue	 	 	 	overdue	ok	23	,15
35441	100003253	8/30/2017	9	1	1	 	Employee 71	Team 3	56	 	56	 	overdue	 	 	 	overdue	ok	23	,15
35810	100003277	10/9/2017	10	1	1	 	Employee 51	Team 2	22,28	 	22,28	 	overdue	 	 	 	overdue	ok	8	,15
36157	100003293	10/3/2017	10	1	1	 	Employee 50	Team 2	94,4	 	94,4	 	overdue	 	 	 	overdue	ok	8	,15
36210	100003296	10/9/2017	10	1	1	 	Employee 51	Team 2	35,381	 	-1E-014	 	overdue	 	 	 	overdue	not ok	9	,15
36489	100003325	5/8/2017	5	1	1	 	Employee 72	Team 3	86,6942307692308	 	86,6942307692308	 	overdue	 	 	 	overdue	ok	15	,15
36520	100003325	11/27/2017	12	1	1	 	Employee 72	Team 3	90,7	 	45,35	 	overdue	 	 	 	overdue	not ok	15	,15
36594	100003332	11/7/2017	11	1	1	 	Employee 69	Team 3	35,625	 	41,125	 	overdue	 	 	 	overdue	ok	9	,15
36621	100003337	5/11/2017	5	1	1	 	Employee 69	Team 3	50,4821428571428	 	33,6547619047619	 	overdue	 	 	 	overdue	not ok	8	,15
36661	100003341	5/11/2017	5	1	1	 	Employee 72	Team 3	15,2	 	16,1375	 	overdue	 	 	 	overdue	ok	8	,15
36713	100003348	5/11/2017	5	1	1	 	Employee 69	Team 3	39,4875	 	39,4875	 	overdue	 	 	 	overdue	ok	8	,15
36752	100003355	5/11/2017	5	1	1	 	Employee 72	Team 3	89,7942307692308	 	89,7942307692308	 	overdue	 	 	 	overdue	ok	8	,15
36986	100003380	11/29/2017	12	1	1	 	Employee 72	Team 3	48,8	 	42,2666666666667	 	overdue	 	 	 	overdue	not ok	8	,15
37163	100003396	11/27/2017	12	1	1	 	Employee 72	Team 3	77,6	 	38,8	 	overdue	 	 	 	overdue	not ok	15	,15
37192	100003411	10/9/2017	10	1	1	 	Employee 69	Team 3	29,8807692307692	 	29,8807692307692	 	overdue	 	 	 	overdue	ok	9	,15
37199	100003414	5/4/2017	5	1	1	 	Employee 72	Team 3	46,267	 	46,267	 	overdue	 	 	 	overdue	ok	15	,15
37206	100003416	5/8/2017	5	1	1	 	Employee 72	Team 3	69,6097619047619	 	0	 	overdue	 	 	 	overdue	not ok	15	,15
37237	100003416	11/27/2017	12	1	1	 	Employee 72	Team 3	72,6089102564103	 	39,8044551282051	 	overdue	 	 	 	overdue	not ok	15	,15
37391	100003441	10/10/2017	10	1	1	 	Employee 74	Team 3	70,8013333333333	 	70,8013333333333	 	overdue	 	 	 	overdue	ok	8	,15
37868	100003467	5/8/2017	5	1	1	 	Employee 74	Team 3	56,7875	 	0	 	overdue	 	 	 	overdue	not ok	8	,15
37921	100003471	5/8/2017	5	1	1	 	Employee 74	Team 3	68,102	 	68,102	 	overdue	 	 	 	overdue	ok	8	,15
38008	100003477	5/8/2017	5	1	1	 	Employee 74	Team 3	57,6192307692308	 	57,6192307692308	 	overdue	 	 	 	overdue	ok	8	,15
38402	100003528	7/6/2017	7	1	1	 	Employee 70	Team 3	97	 	50	 	overdue	 	 	 	overdue	not ok	15	,15
39013	100003590	10/2/2017	10	1	1	 	Employee 70	Team 3	61,772	 	65,5375	 	overdue	 	 	 	overdue	ok	9	,15
39025	100003592	7/3/2017	7	1	1	 	Employee 70	Team 3	19,6716	 	19,6716	 	overdue	 	 	 	overdue	ok	16	,15
39195	100003605	5/8/2017	5	1	1	 	Employee 72	Team 3	93,2	 	93,2	 	overdue	 	 	 	overdue	ok	15	,15
39215	100003606	5/8/2017	5	1	1	 	Employee 72	Team 3	21,075	 	21,075	 	overdue	 	 	 	overdue	ok	15	,15
39239	100003610	5/8/2017	5	1	1	 	Employee 72	Team 3	87,725	 	87,725	 	overdue	 	 	 	overdue	ok	15	,15
39271	100003610	11/27/2017	12	1	1	 	Employee 72	Team 3	97,394	 	48,697	 	overdue	 	 	 	overdue	not ok	15	,15
39278	100003611	5/8/2017	5	1	1	 	Employee 72	Team 3	71,525	 	71,525	 	overdue	 	 	 	overdue	ok	15	,15
39310	100003611	11/27/2017	12	1	1	 	Employee 72	Team 3	79,275	 	39,6375	 	overdue	 	 	 	overdue	not ok	15	,15
39876	100003684	7/14/2017	7	1	1	 	Employee 52	Team 2	62	 	31	 	overdue	 	 	 	overdue	not ok	8	,15
40082	100003696	7/14/2017	7	1	1	 	Employee 52	Team 2	86,7479682539683	 	88,065253968254	 	overdue	 	 	 	overdue	ok	8	,15
40125	100003698	10/5/2017	10	1	1	 	Employee 53	Team 2	40,25	 	40,25	 	overdue	 	 	 	overdue	ok	9	,15
40250	100003706	10/5/2017	10	1	1	 	Employee 53	Team 2	65,6	 	65,6	 	overdue	 	 	 	overdue	ok	9	,15
41100	100003741	10/31/2017	11	1	1	 	Employee 62	Team 7	54,4125	 	54,4125	 	overdue	 	 	 	overdue	ok	8	,15
